tid,cid,column,value,label
517,0,Id,tt0070656,-1
518,11,RatingValue,v5.6,1
519,4,Director,Ron Howard,-1
520,2,Year,M1959,1
521,10,Duration,80 min,-1
522,8,Language,,1
523,1,Name,Mr. & Mrs. Bridge,-1
524,3,Release Date,z11 November 1939 (USA),1
525,10,Duration,66 min,-1
526,0,Id,,1
527,5,Creator,,-1
528,7,Cast,,1
529,2,Year,1982,-1
530,2,Year,2691,1
531,11,RatingValue,8.3,-1
532,16,Description,"sd ,Wny e ml itemaritod' t uosvnaradw hvtnu lyieu h mior i t n g  ih  eyet  hth  wrl otmemwdWinat lhychwmto hsoteaeeh  ee hehi.wihorcaoesohwotef ft le  ooole?rkrne ",1
533,8,Language,English,-1
534,13,ReviewCount," i6u03,3rr2c42,est ci",1
535,12,RatingCount,"5,369",-1
536,9,Country,,1
537,11,RatingValue,7.1,-1
538,1,Name,In the Bedroomu,1
539,1,Name,Sinbad: Legend of the Seven Seas,-1
540,2,Year,1220,1
541,9,Country,USA,-1
542,14,Genre,"Action,Western,AdventureB",1
543,2,Year,1968,-1
544,15,Filming Locations,",asAkabNrSe U",1
545,15,Filming Locations,"Communications Center, Los Angeles City College - 855 North Vermont Avenue, Los Angeles, California, USA",-1
546,10,Duration,,1
547,3,Release Date,31 January 1992 (USA),-1
548,7,Cast,"oMichael J. Fox,Julie Warner,Barnard Hughes,Woody Harrelson,David Ogden Stiers,Frances Sternhagen,George Hamilton,Bridget Fonda,Mel Winkler,Helen Martin,Roberts Blossom,Tom Lacy,Macon McCalman,Raye Birk,Eyde Byrde",1
549,15,Filming Locations,,-1
550,0,Id,8t950t042,1
551,4,Director,Tom Gries,-1
552,7,Cast,,1
553,5,Creator,"Rudy Wurlitzer,Will Corry",-1
554,0,Id,tt0054297b,1
555,9,Country,USA,-1
556,8,Language,EnglishL,1
557,10,Duration,85 min,-1
558,16,Description,tlset. T ottehMctsphl  'ipscnia awu ese,1
559,6,Actors,"Jim Henson,Frank Oz,Dave Goelz",-1
560,10,Duration,nm9i5 ,1
561,3,Release Date,8 September 1980 (Denmark),-1
562,11,RatingValue,K8.3,1
563,11,RatingValue,7.3,-1
564,3,Release Date,o5 April 1991 (USA),1
565,4,Director,Paul Tanter,-1
566,12,RatingCount,"5,191W",1
567,14,Genre,Comedy,-1
568,10,Duration,129 minG,1
569,8,Language,English,-1
570,2,Year,1022,1
571,16,Description,"When her brother decides to ditch for a couple weeks in London, Viola heads over to his elite boarding school, disguises herself as him, and proceeds to fall for one of her soccer teammates. Little does she realize she's not the only one with romantic troubles, as she, as he, gets in the middle of a series of intermingled love affairs.",-1
572,3,Release Date,6 February 2009 (USA)o,1
573,12,RatingCount,,-1
574,0,Id,tt0102800q,1
575,11,RatingValue,6.8,-1
576,16,Description,VA man and his son vacation to the quiet vampire populated town of Salem's Lot.,1
577,5,Creator,"Ryûzô Kikushima,Akira Kurosawa",-1
578,9,Country,GUSA,1
579,6,Actors,"Denzel Washington,Bruce Willis,Annette Bening",-1
580,4,Director,tJonathan Lynn,1
581,8,Language,English,-1
582,4,Director,Tony Scotta,1
583,0,Id,tt0373469,-1
584,13,ReviewCount,"P423 user,212 critic",1
585,7,Cast,"Vanessa Redgrave,Sarah Miles,David Hemmings,John Castle,Jane Birkin,Gillian Hills,Peter Bowles,Veruschka von Lehndorff,Julian Chagrin,Claude Chagrin",-1
586,15,Filming Locations,"pJohn Hancock Center Condominium Owner's Entrance - 875 N Michigan Ave, Chicago, Illinois, USA",1
587,9,Country,USA,-1
588,11,RatingValue,a3.7,1
589,12,RatingCount,"15,121",-1
590,15,Filming Locations,"Santa Barbara, California, USAP",1
591,13,ReviewCount,"56 user,28 critic",-1
592,7,Cast,,1
593,11,RatingValue,6.3,-1
594,6,Actors,"GJohnny Depp,Armie Hammer,William Fichtner",1
595,6,Actors,"Denzel Washington,Ryan Reynolds,Robert Patrick",-1
596,13,ReviewCount,"162 user,94 critict",1
597,1,Name,Glengarry Glen Ross,-1
598,11,RatingValue,7.7c,1
599,7,Cast,"Jake Gyllenhaal,Michelle Monaghan,Vera Farmiga,Jeffrey Wright,Michael Arden,Cas Anvar,Russell Peters,Brent Skagford,Craig Thomas,Gordon Masten,Susan Bain,Paula Jean Hixson,Lincoln Ward,Kyle Gatehouse,Albert Kwan",-1
600,3,Release Date,J2 July 1997 (USA),1
601,4,Director,"Douglas Hickox,Eugène Lourié",-1
602,15,Filming Locations,,1
603,3,Release Date,26 November 1958 (USA),-1
604,6,Actors,,1
605,6,Actors,"Joel McCrea,Yvonne De Carlo,Sidney Blackmer",-1
606,3,Release Date,y1 UMS( )a954 6A,1
607,4,Director,"George Marshall,Ray McCarey",-1
608,11,RatingValue,7.5K,1
609,2,Year,1935,-1
610,7,Cast,,1
611,9,Country,USA,-1
612,4,Director,nJason Connell,1
613,12,RatingCount,"1,583",-1
614,15,Filming Locations,,1
615,11,RatingValue,4.6,-1
616,12,RatingCount,"1,274w",1
617,9,Country,USA,-1
618,13,ReviewCount,,1
619,12,RatingCount,51,-1
620,10,Duration,N121 min,1
621,0,Id,tt0109830,-1
622,5,Creator,,1
623,10,Duration,106 min,-1
624,8,Language,"cEnglish,Spanish",1
625,3,Release Date,17 September 1992 (USA),-1
626,4,Director,CZalman King,1
627,2,Year,2001,-1
628,8,Language,gEnishl,1
629,9,Country,USA,-1
630,16,Description,"rgOikletstir0v ctiAm i.lit og aoinia hd lcv eealardikwebeeHelnabhdzg ewihseeana  aae   Tintennn u dtalfss, ii2uAa3Alh le nr nrzkom orty t znTyesmwio zi godgrialrerd vn0 ggadw",1
631,13,ReviewCount,"884 user,201 critic",-1
632,4,Director,,1
633,14,Genre,Documentary,-1
634,12,RatingCount,"33,787A",1
635,1,Name,Oklahoma!,-1
636,2,Year,,1
637,4,Director,Stanley Kubrick,-1
638,7,Cast,,1
639,1,Name,Tabloid,-1
640,15,Filming Locations,"Santa Rosa, California, USAj",1
641,2,Year,1957,-1
642,15,Filming Locations,"dnoo ,iyCt  ya urlrtuanGfiCsioU6od,ai d w,se,SCngStlevulS A",1
643,12,RatingCount,"2,367",-1
644,13,ReviewCount,"F580 user,152 critic",1
645,12,RatingCount,"4,758",-1
646,11,RatingValue,,1
647,10,Duration,93 min,-1
648,10,Duration,89 minS,1
649,8,Language,English,-1
650,8,Language,GEnglish,1
651,12,RatingCount,"3,639",-1
652,10,Duration,108 minE,1
653,1,Name,Se7en,-1
654,4,Director,ianrlddaC aoxneA,1
655,5,Creator,Claes Lilja,-1
656,11,RatingValue,3.0c,1
657,14,Genre,"Documentary,Comedy",-1
658,7,Cast,"Rene Auberjonois,Christopher Daniel Barnes,Jodi Benson,Pat Carroll,Paddi Edwards,Buddy Hackett,Jason Marin,Kenneth Mars,Edie McClurg,Will Ryan,Ben Wright,Samuel E. Wright,Hamilton Camp,Debbie Shapiro Gravitte,Robert WeilM",1
659,6,Actors,"Morgan Freeman,Jessica Tandy,Dan Aykroyd",-1
660,11,RatingValue,C6.1,1
661,13,ReviewCount,"213 user,184 critic",-1
662,7,Cast," elyne,hnvJsi ,lya,nKPp otwa laenoebcnoriT,R ,kn sJrrntl zglDtnreiSRaa ,darmM sMe,is,er,qivek,ieie,nhcEa,ntnLoihHuDeReaouJeoFDnmSHueuuoaxeen nW eePRnluiyseose,JbsnKniiMnaa  Sekaaaan raesHr aa,hngiPe tMt",1
663,3,Release Date,17 September 1948 (USA),-1
664,6,Actors,,1
665,7,Cast,"Mark Hogancamp,Emmanuel Nneji,Edda Hogancamp,Tom Neubauer,Julie Swarthout,Janet Wikane,Mark Wikane,Bert,Lisa Bruck,Colleen Vargo,David Naugle,Ruthie Hotaling,Tod Lippy",-1
666,3,Release Date,h28 March 1984 (France),1
667,2,Year,2000,-1
668,3,Release Date,,1
669,4,Director,Neil Jordan,-1
670,13,ReviewCount,"f488 user,168 critic",1
671,1,Name,Parker,-1
672,12,RatingCount,,1
673,13,ReviewCount,"29 user,19 critic",-1
674,1,Name,G7th Cavalry,1
675,15,Filming Locations,,-1
676,8,Language,VEnglish,1
677,11,RatingValue,7.0,-1
678,0,Id,jtt0075936,1
679,12,RatingCount,"1,733",-1
680,7,Cast,"Robert Altman,John G. Avildsen,Warren Beatty,Linda Blair,Peter Bogdanovich,Peter Boyle,Marshall Brickman,Ellen Burstyn,John Calley,Jimmy Carter,John Cassavetes,Julie Christie,Francis Ford Coppola,Roger Corman,Bruce Derna",1
681,0,Id,tt0279734,-1
682,14,Genre,,1
683,11,RatingValue,7.2,-1
684,11,RatingValue,5.8Y,1
685,9,Country,USA,-1
686,9,Country,,1
687,12,RatingCount,"1,382",-1
688,7,Cast,"Drew Struzan,Harrison Ford,Michael J. Fox,George Lucas,Steven Spielberg,Guillermo del Toro,Frank Darabont,Steve Guttenberg,Bob Gale,Leonard Maltin,Michael Uslan,Thomas Jane,Greg Aronowitz,Joanna Cassidy,Alice CooperV",1
689,5,Creator,"Dhani Lipsius,Larry Rattner",-1
690,16,Description,"iBehind the scenes chronicle of how clash of vision, bad creative decisions, lack of interest and really bad weather plagued the disastrous production of the infamous 1996 remake of The Island of Dr. Moreau.",1
691,0,Id,tt0337921,-1
692,1,Name,The American Screamr,1
693,1,Name,Alexander,-1
694,13,ReviewCount,,1
695,11,RatingValue,5.8,-1
696,2,Year,2200,1
697,13,ReviewCount,"447 user,118 critic",-1
698,0,Id,100290tt7,1
699,2,Year,1989,-1
700,14,Genre,"AComedy,Romance",1
701,2,Year,2004,-1
702,8,Language,"cnheaEiiFrsVnlmgen,etse,h",1
703,7,Cast,"James Randi,Deyvi Peña,Penn Jillette,Teller,Jamy Ian Swiss,Richard Wiseman,Ray Hyman,Adam Savage,Alice Cooper,Banachek,Alexander Jason,Bill Nye,Michael Shermer,Michael Edwards,Uri Geller",-1
704,0,Id,Ktt0107979,1
705,1,Name,A.P.E.X.,-1
706,16,Description,"hy eb  oolentnrai.situdrfci sth,S e si    e an hpi eeuhtrlualimadgcafas i  aooamisvau n bewnzbp  a ittgadntnsadidwhpn",1
707,8,Language,English,-1
708,13,ReviewCount,"12 user,30 critica",1
709,11,RatingValue,6.3,-1
710,1,Name,,1
711,4,Director,"W.S. Van Dyke,Julien Duvivier",-1
712,15,Filming Locations,"tCoin,lAaafnaSr d,eAlai U",1
713,12,RatingCount,62,-1
714,9,Country,eUSA,1
715,6,Actors,"Jeff Bridges,Edward Furlong,John Boylan",-1
716,16,Description,jAn orphaned war-veteran routinely travels between our world and the afterlife in search of his fiance's killer by stopping and starting his own heart.,1
717,12,RatingCount,"1,314",-1
718,7,Cast,,1
719,0,Id,tt2327243,-1
720,8,Language,EnglishV,1
721,3,Release Date,4 October 2014 (USA),-1
722,0,Id,tt0475431x,1
723,16,Description,"Cyril and Fiona are a long-married couple who travel to an unnamed tropical coastal town to follow their sexual fantasies. There they meet another couple, Catherine, Hugh and their three ...",-1
724,12,RatingCount,"54,022Q",1
725,0,Id,tt1714206,-1
726,5,Creator,"aerAdadwChB'nrJBO ny e neorne,in",1
727,15,Filming Locations,"Los Angeles, California, USA",-1
728,12,RatingCount,"1,18654",1
729,6,Actors,"Jim Carrey,Matthew Broderick,Leslie Mann",-1
730,9,Country,USAo,1
731,15,Filming Locations,"Asheville, North Carolina, USA",-1
732,2,Year,,1
733,16,Description,"Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world.",-1
734,7,Cast,"eJoel Courtney,Jessica Tuck,Joel McKinnon Miller,Ryan Lee,Zach Mills,Riley Griffiths,Gabriel Basso,Kyle Chandler,Ron Eldard,AJ Michalka,Andrew Miller,Jakob Miller,Jade Griffiths,Britt Flatmo,Elle Fanning",1
735,13,ReviewCount,"643 user,183 critic",-1
736,12,RatingCount,"5,909g",1
737,3,Release Date,April 1957 (USA),-1
738,2,Year,5917,1
739,11,RatingValue,6.7,-1
740,5,Creator,"KGeorge Worthing Yates,Art Cohn",1
741,15,Filming Locations,"Aspen, Colorado, USA",-1
742,13,ReviewCount,"71siu eci,9tr cr",1
743,12,RatingCount,226,-1
744,15,Filming Locations,,1
745,11,RatingValue,,-1
746,8,Language,Englishm,1
747,1,Name,Little Blue Pill,-1
748,0,Id,Wtt0196373,1
749,12,RatingCount,"1,708",-1
750,12,RatingCount,507U,1
751,11,RatingValue,5.7,-1
752,10,Duration,,1
753,15,Filming Locations,"Tucson, Arizona, USA",-1
754,0,Id,Htt0087957,1
755,3,Release Date,27 August 1993 (USA),-1
756,2,Year,R2011,1
757,11,RatingValue,5.7,-1
758,2,Year,I1992,1
759,3,Release Date,8 August 2012 (France),-1
760,3,Release Date,g1 February 1950 (France),1
761,1,Name,16 to Life,-1
762,0,Id,,1
763,15,Filming Locations,"Charleston, South Carolina, USA",-1
764,11,RatingValue,6.7Q,1
765,14,Genre,Drama,-1
766,14,Genre,"mcConrimey,iCo,Adte",1
767,10,Duration,93 min,-1
768,13,ReviewCount,"s1ccier5r4,40i t u",1
769,6,Actors,"Randolph Scott,Gail Russell,Lee Marvin",-1
770,4,Director, .ELri ndniMaw,1
771,4,Director,Rebecca Thomas,-1
772,16,Description,RTwo cops are framed and must clear their names.,1
773,9,Country,"USA,UK",-1
774,11,RatingValue,5.2d,1
775,12,RatingCount,67,-1
776,9,Country,ASU,1
777,4,Director,Gene Fallaize,-1
778,14,Genre,"qAdventure,Comedy,Sci-Fi",1
779,13,ReviewCount,"477 user,186 critic",-1
780,13,ReviewCount,"141 user,165 criticw",1
781,2,Year,1957,-1
782,0,Id,Ttt0049223,1
783,7,Cast,"Ana Reeder,Michael Hyatt,Nestor Rodriguez,Christopher Kadish,John Ahearn,Wren Arthur,Cello Ayala,Ellen Blake,Jan Bohan,Brian J. Burchill,Michael Buscemi,Buster,Peter Butler,John Cesare,Raven Chaney",-1
784,14,Genre,DramaA,1
785,4,Director,Mike Judge,-1
786,2,Year,1025,1
787,1,Name,Superbabies: Baby Geniuses 2,-1
788,16,Description,"A documentary following the life of Lizzie Velasquez, her triumphant journey to the other side of bullying, and her mission to inspire and empower a more positive online environment.K",1
789,13,ReviewCount,"145 user,214 critic",-1
790,6,Actors,"Hugh Jackman,Alec Baldwin,Isla Fisherj",1
791,14,Genre,"Comedy,Drama,Family",-1
792,3,Release Date,9hcA 9U S(2ar19) 1M,1
793,5,Creator,"Jason Fuchs,J.M. Barrie",-1
794,15,Filming Locations,f,1
795,10,Duration,91 min,-1
796,13,ReviewCount,"z139 user,234 critic",1
797,10,Duration,89 min,-1
798,11,RatingValue,.21,1
799,16,Description,A teenage girl's life gets turned upside down when a new school friend turns out to be a pop star.,-1
800,16,Description,"Seven years after the fact, a man comes to the realization that he was the sperm donor for his best friend's boy.d",1
801,0,Id,tt0116165,-1
802,15,Filming Locations,"pLos Angeles, California, USA",1
803,0,Id,tt4074348,-1
804,5,Creator,U,1
805,8,Language,English,-1
806,13,ReviewCount,m1 critic,1
807,0,Id,tt1279935,-1
808,9,Country,YUSA,1
809,15,Filming Locations,"Athens, Greece",-1
810,11,RatingValue,A5.8,1
811,9,Country,USA,-1
812,15,Filming Locations,u,1
813,5,Creator,"Steve Box,Nick Park",-1
814,9,Country,cUSA,1
815,16,Description,"An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.",-1
816,2,Year,2015I,1
817,12,RatingCount,"205,985",-1
818,0,Id,Ett0120630,1
819,2,Year,2013,-1
820,1,Name,,1
821,2,Year,2011,-1
822,10,Duration, m21n7i,1
823,12,RatingCount,"244,291",-1
824,8,Language,"ogeesshPl,Einrutgu",1
825,9,Country,USA,-1
826,10,Duration,,1
827,9,Country,USA,-1
828,13,ReviewCount,"r3312 c8uc2i r,itse",1
829,15,Filming Locations,,-1
830,4,Director,,1
831,5,Creator,"Daniel Pyne,John Logan",-1
832,1,Name,uAnnie,1
833,7,Cast,"Steve Carell,Jennifer Garner,Ed Oxenbould,Dylan Minnette,Kerris Dorsey,Elise Vargas,Zoey Vargas,Sidney Fullmer,Bella Thorne,Megan Mullally,Mekai Curtis,Lincoln Melcher,Reese Hartwig,Martha Hackett,Mary Mouser",-1
834,9,Country,,1
835,16,Description,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",-1
836,5,Creator,zMike Myers,1
837,3,Release Date,26 September 2015 (USA),-1
838,4,Director,Jody Hillm,1
839,10,Duration,113 min,-1
840,16,Description,RA bad deed on the part of a tough minor-league hockey player results in an unusual sentence: He must serve one week as a real-life tooth fairy.,1
841,0,Id,tt1964418,-1
842,10,Duration,E63 min,1
843,13,ReviewCount,"376 user,320 critic",-1
844,0,Id,tt1690953H,1
845,13,ReviewCount,"877 user,401 critic",-1
846,9,Country,ASU,1
847,15,Filming Locations,"4120 Friedrich Lane, Austin, Texas, USA",-1
848,5,Creator,"ZKaja Blackley,Sam Hamm",1
849,7,Cast,"John Call,Leonard Hicks,Vincent Beck,Bill McCutcheon,Victor Stiles,Donna Conforti,Chris Month,Pia Zadora,Leila Martin,Charles Renn,James Cahill,Ned Wertimer,Doris Rich,Carl Don,Ivor Bodin",-1
850,1,Name,The Masky,1
851,16,Description,An evil millionaire (Hulk Hogan) gets amnesia and then belives that he is Santa Claus.,-1
852,14,Genre,"Animation,Adventure,Dramag",1
853,5,Creator,"Susan Estelle Jansen,Adam De La Peña",-1
854,5,Creator,,1
855,1,Name,Yogi Bear,-1
856,5,Creator,NJames Merendino,1
857,14,Genre,"Drama,Family",-1
858,6,Actors,G,1
859,11,RatingValue,6.6,-1
860,11,RatingValue,,1
861,5,Creator,,-1
862,11,RatingValue,,1
863,15,Filming Locations,Botswana,-1
864,1,Name,,1
865,7,Cast,"Jacquy Pfeiffer,Regis Lazard,Philippe Rigollot,Rachel Beaudry,Sebastien Canonne,Stephane Glacier,Frederique Lazard,Philippe Urraca,Pierre Zimmermann,Nicolas Sarkozy,Kurt Fogle,Gabrielle Montalbano,Hailey Montalbano,Alex Pfeiffer,Thierry Bamas",-1
866,7,Cast,G,1
867,2,Year,2006,-1
868,4,Director,krelWec aBt,1
869,12,RatingCount,,-1
870,6,Actors,,1
871,14,Genre,"Animation,Comedy,Drama",-1
872,6,Actors,"PLake Bell,Ellie Kemper,Kevin Hart",1
873,13,ReviewCount,,-1
874,5,Creator,"uJonathan Aibel,Glenn Berger",1
875,3,Release Date,27 May 2016 (USA),-1
876,6,Actors,"reeACayAtgl  pkarpeDrn eveyiGoscl lbixn,aBearaoOsl,",1
877,2,Year,2015,-1
878,13,ReviewCount,"r,e6 si6c1 ticur",1
879,14,Genre,"Adventure,Family",-1
880,16,Description,GAdd a Plot,1
881,12,RatingCount,"215,340",-1
882,1,Name,The SpongeBob SquarePants Movieu,1
883,11,RatingValue,6.6,-1
884,9,Country,USAV,1
885,14,Genre,"Animation,Adventure,Comedy",-1
886,2,Year,2014t,1
887,8,Language,English,-1
888,1,Name,,1
889,2,Year,2005,-1
890,13,ReviewCount,"i51cc3 rru,et81 si",1
891,16,Description,"The story of an uptown rat that gets flushed down the toilet from his penthouse apartment, ending in the sewers of London, where he has to learn a whole new and different way of life.",-1
892,11,RatingValue,,1
893,9,Country,USA,-1
894,1,Name,,1
895,15,Filming Locations,"Glendale, California, USA",-1
896,11,RatingValue,7.9s,1
897,12,RatingCount,"642,183",-1
898,12,RatingCount,"1,59450",1
899,10,Duration,100 min,-1
900,8,Language,FEnglish,1
901,15,Filming Locations,"Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA",-1
902,5,Creator,"raelnralCmMAncoa eFai airLts,",1
903,11,RatingValue,7.2,-1
904,16,Description,"sksfpihPmAeWos trneplatar tpcScen,ak aJremflIesbWda in krasOrbn ue nrarigarhr.rip acm fe .  wne,.cd eooltnbelIrtm dn, eoenJG ie  coro r ikges iWcae me s Wa",1
905,3,Release Date,1 July 2009 (USA),-1
906,16,Description,"In the Valley of Peace, Po the Panda finds himself chosen as the Dragon Warrior despite the fact that he is obese and a complete novice at martial arts.W",1
907,4,Director,"Chris Miller,Raman Hui",-1
908,1,Name, h2kSre,1
909,15,Filming Locations,,-1
910,0,Id,tt0268380V,1
911,14,Genre,"Animation,Adventure,Comedy",-1
912,13,ReviewCount,"1i1 s07 c,ut98r,cir5e",1
913,4,Director,Guillermo del Toro,-1
914,4,Director,James Cameronx,1
915,5,Creator,"Neill Blomkamp,Terri Tatchell",-1
916,6,Actors,"M n layHh,lanmeivindAl osr,cmayehSCAna",1
917,15,Filming Locations,"D.C. Stages, 1360 East 6th Street, Downtown, Los Angeles, California, USA",-1
918,10,Duration,,1
919,12,RatingCount,"364,013",-1
920,5,Creator,,1
921,16,Description,"In 1962, the United States government enlists the help of Mutants with superhuman abilities to stop a malicious dictator who is determined to start World War III.",-1
922,16,Description,hA rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.,1
923,5,Creator,Brad Bird,-1
924,4,Director,"ohsisrr e,eBnw LtsdJeaLa",1
925,0,Id,tt1691917,-1
926,7,Cast,"Hise,aluOuaePaGnealanDndChe ,nayahaeot,na,nrlerarBonKurn,eiiQhoe,,u lnee euehnTnJMn M,iao,orsit SalCWbnlyo PGw,otJ h ,o hoursnJteC ibwiceelner r aeyMRiLnorat,Kh Loby,aleuRthreiHmeeN engi lfeiWamlzlo  wclGhci,gfod",1
927,6,Actors,"Mark Hamill,Harrison Ford,Carrie Fisher",-1
928,3,Release Date,2 August 1978 (USA)c,1
929,12,RatingCount,"132,665",-1
930,8,Language,igsnEhl,1
931,1,Name,The Insider,-1
932,9,Country,AUS,1
933,1,Name,The Recruit,-1
934,16,Description,Oe onrhlaesmAerdo.oe eitsith visrt 'sisn   cesstaaAlnncadseh tD  i ne oewhKyoNofatntsreyr f a,1
935,0,Id,tt1175491,-1
936,14,Genre,"GDrama,Sport,Thriller",1
937,12,RatingCount,"43,520",-1
938,11,RatingValue,f6.2,1
939,12,RatingCount,"153,870",-1
940,12,RatingCount,"241,015G",1
941,11,RatingValue,6.5,-1
942,3,Release Date, )e81 2e e0r(SSb0mt2AUp,1
943,16,Description,A woman leaves an Austrian convent to become a governess to the children of a Naval officer widower.,-1
944,11,RatingValue,86.,1
945,15,Filming Locations,"Emmy-Noether-Straße, Munich, Germany",-1
946,6,Actors,"UPhil Harris,Sebastian Cabot,Louis Prima",1
947,16,Description,A magic nanny comes to work for a cold banker's unhappy family.,-1
948,6,Actors,"TLindsay Lohan,Dennis Quaid,Natasha Richardson",1
949,13,ReviewCount,"82 user,43 critic",-1
950,1,Name,,1
951,13,ReviewCount,"442 user,179 critic",-1
952,13,ReviewCount,"L88 user,60 critic",1
953,1,Name,The Odd Life of Timothy Green,-1
954,3,Release Date,b9 December 2005 (USA),1
955,1,Name,Home Alone,-1
956,9,Country,"SUC,Aaaand",1
957,3,Release Date,7 August 2009 (USA),-1
958,2,Year,,1
